"Date","Price","Open","High","Low","Change %"
"Oct 24, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Oct 23, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Oct 22, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Oct 19, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Oct 18, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Oct 17, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Oct 16, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Oct 15, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Oct 12, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Oct 11, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Oct 10, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Oct 09, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Oct 05, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Oct 04, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Oct 03, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Oct 02, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Oct 01, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Sep 28, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Sep 27, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Sep 26, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Sep 25, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Sep 24, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Sep 21, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Sep 20, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Sep 19, 1990","4.7339","4.7339","4.7339","4.7339","-0.13%"
"Sep 18, 1990","4.7399","4.7399","4.7399","4.7399","0.13%"
"Sep 17, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Sep 14, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Sep 13, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Sep 12, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Sep 11, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Sep 10, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Sep 07, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Sep 06, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Sep 05, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Sep 04, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Aug 31, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Aug 30, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Aug 29, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Aug 28, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Aug 27, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Aug 24, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Aug 23, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Aug 22, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Aug 21, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Aug 20, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Aug 17, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Aug 16, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Aug 15, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Aug 14, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Aug 13, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Aug 10, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Aug 09, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Aug 08, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Aug 07, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Aug 06, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Aug 03, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Aug 02, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Aug 01, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Jul 31, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Jul 30, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Jul 27, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Jul 26, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Jul 25, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Jul 24, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Jul 23, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Jul 20, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Jul 19, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Jul 18, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Jul 17, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Jul 16, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Jul 13, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Jul 12, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Jul 11, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Jul 10, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Jul 09, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Jul 06, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Jul 05, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Jul 03, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Jul 02, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Jun 29, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Jun 28, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Jun 27, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Jun 26, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Jun 25, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Jun 22, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Jun 21, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Jun 20, 1990","4.7339","4.7339","4.7339","4.7339","0.01%"
"Jun 19, 1990","4.7334","4.7334","4.7334","4.7334","-0.01%"
"Jun 18, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Jun 15, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Jun 14, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Jun 13, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Jun 12, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Jun 11, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Jun 08, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Jun 07, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Jun 06, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Jun 05, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Jun 04, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Jun 01, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"May 31, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"May 30, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"May 29, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"May 25, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"May 24, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"May 23, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"May 22, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"May 21, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"May 18, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"May 17, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"May 16, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"May 15, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"May 14, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"May 11, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"May 10, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"May 09, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"May 08, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"May 07, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"May 04, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"May 03, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"May 02, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"May 01, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Apr 30, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Apr 27, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Apr 26, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Apr 25, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Apr 24, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Apr 23, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Apr 20, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Apr 19, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Apr 18, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Apr 17, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Apr 16, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Apr 13, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Apr 12, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Apr 11, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Apr 10, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Apr 09, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Apr 06, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Apr 05, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Apr 04, 1990","4.7339","4.7339","4.7339","4.7339","0.01%"
"Apr 03, 1990","4.7334","4.7334","4.7334","4.7334","0.00%"
"Apr 02, 1990","4.7334","4.7334","4.7334","4.7334","-0.01%"
"Mar 30, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Mar 29, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Mar 28, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Mar 27, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Mar 26, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Mar 23, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Mar 22, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Mar 21, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Mar 20, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Mar 19, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Mar 16, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Mar 15, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Mar 14, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Mar 13, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Mar 12, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Mar 09, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Mar 08, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Mar 07, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Mar 06, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Mar 05, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Mar 02, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Mar 01, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Feb 28, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Feb 27, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Feb 26, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Feb 23, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Feb 22, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Feb 21, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Feb 20, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Feb 16, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Feb 15, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Feb 14, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Feb 13, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Feb 12, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Feb 09, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Feb 08, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Feb 07, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Feb 06, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Feb 05, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Feb 02, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Feb 01, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Jan 31, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Jan 30, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Jan 29, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Jan 26, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Jan 25, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Jan 24, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Jan 23, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Jan 22, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Jan 19, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Jan 18, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Jan 17, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Jan 16, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Jan 12, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Jan 11, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Jan 10, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Jan 09, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Jan 08, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Jan 05, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Jan 04, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Jan 03, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Jan 02, 1990","4.7339","4.7339","4.7339","4.7339","0.00%"
"Dec 29, 1989","4.7339","4.7339","4.7339","4.7339","0.00%"
"Dec 28, 1989","4.7339","4.7339","4.7339","4.7339","0.00%"
"Dec 27, 1989","4.7339","4.7339","4.7339","4.7339","0.00%"
"Dec 26, 1989","4.7339","4.7339","4.7339","4.7339","0.00%"
"Dec 22, 1989","4.7339","4.7339","4.7339","4.7339","0.00%"
"Dec 21, 1989","4.7339","4.7339","4.7339","4.7339","0.00%"
"Dec 20, 1989","4.7339","4.7339","4.7339","4.7339","0.00%"
"Dec 19, 1989","4.7339","4.7339","4.7339","4.7339","0.00%"
"Dec 18, 1989","4.7339","4.7339","4.7339","4.7339","26.87%"
"Dec 15, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Dec 14, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Dec 13, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Dec 12, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Dec 11, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Dec 08, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Dec 07, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Dec 06, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Dec 05, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Dec 04, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Dec 01, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Nov 30, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Nov 29, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Nov 28, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Nov 27, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Nov 24, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Nov 22, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Nov 21, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Nov 20, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Nov 17, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Nov 16, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Nov 15, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Nov 14, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Nov 13, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Nov 10, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Nov 09, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Nov 08, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Nov 07, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Nov 06, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Nov 03, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Nov 02, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Nov 01, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Oct 31, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Oct 30, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Oct 27, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Oct 26, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Oct 25, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Oct 24, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Oct 23, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Oct 20, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Oct 19, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Oct 18, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Oct 17, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Oct 16, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Oct 13, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Oct 12, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Oct 11, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Oct 10, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Oct 06, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Oct 05, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Oct 04, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Oct 03, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Oct 02, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Sep 29, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Sep 28, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Sep 27, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Sep 26, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Sep 25, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Sep 22, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Sep 21, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Sep 20, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Sep 19, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Sep 18, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Sep 15, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Sep 14, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Sep 13, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Sep 12, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Sep 11, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Sep 08, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Sep 07, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Sep 06, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Sep 05, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Sep 01, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Aug 31, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Aug 30, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Aug 29, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Aug 28, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Aug 25, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Aug 24, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Aug 23, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Aug 22, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Aug 21, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Aug 18, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Aug 17, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Aug 16, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Aug 15, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Aug 14, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Aug 11, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Aug 10, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Aug 09, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Aug 08, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Aug 07, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Aug 04, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Aug 03, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Aug 02, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Aug 01, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Jul 31, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Jul 28, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Jul 27, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Jul 26, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Jul 25, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Jul 24, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Jul 21, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Jul 20, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Jul 19, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Jul 18, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Jul 17, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Jul 14, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Jul 13, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Jul 12, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Jul 11, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Jul 10, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Jul 07, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Jul 06, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Jul 05, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Jul 03, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Jun 30, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Jun 29, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Jun 28, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Jun 27, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Jun 26, 1989","3.7314","3.7314","3.7314","3.7314","-0.01%"
"Jun 23, 1989","3.7318","3.7318","3.7318","3.7318","0.01%"
"Jun 22, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Jun 21, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Jun 20, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Jun 19, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Jun 16, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Jun 15, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Jun 14, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Jun 13, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Jun 12, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Jun 09, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Jun 08, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Jun 07, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Jun 06, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Jun 05, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Jun 02, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Jun 01, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"May 31, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"May 30, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"May 26, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"May 25, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"May 24, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"May 23, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"May 22, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"May 19, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"May 18, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"May 17, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"May 16, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"May 15, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"May 12, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"May 11, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"May 10, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"May 09, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"May 08, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"May 05, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"May 04, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"May 03, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"May 02, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"May 01, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Apr 28, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Apr 27, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Apr 26, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Apr 25, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
"Apr 24, 1989","3.7314","3.7314","3.7314","3.7314","0.00%"
